obs,k,m,method,n,reached,repeat,ms
155,2,100,quotient_self_normalized,1024,True,2,0.827375
155,2,100,quotient_self_normalized,1024,True,3,0.924083
155,2,100,quotient_self_normalized,1024,True,4,0.79
155,2,100,physical_rqmc,4096,True,0,2.736166
155,2,100,physical_rqmc,4096,True,1,2.730541
155,2,100,physical_rqmc,4096,True,2,2.773916
155,2,100,physical_rqmc,4096,True,3,2.762125
155,2,100,physical_rqmc,4096,True,4,2.688291
156,2,100,physical_rqmc,4096,True,0,3.602
156,2,100,physical_rqmc,4096,True,1,3.733833
156,2,100,physical_rqmc,4096,True,2,3.110459
156,2,100,physical_rqmc,4096,True,3,3.497459
156,2,100,physical_rqmc,4096,True,4,3.914125
156,2,100,quotient_self_normalized,1024,True,0,1.0515
156,2,100,quotient_self_normalized,1024,True,1,1.036041
156,2,100,quotient_self_normalized,1024,True,2,1.022375
156,2,100,quotient_self_normalized,1024,True,3,1.014667
156,2,100,quotient_self_normalized,1024,True,4,1.034417
157,2,100,physical_rqmc,4096,True,0,2.773375
157,2,100,physical_rqmc,4096,True,1,2.742125
157,2,100,physical_rqmc,4096,True,2,2.850083
157,2,100,physical_rqmc,4096,True,3,3.532833
157,2,100,physical_rqmc,4096,True,4,2.850125
157,2,100,quotient_self_normalized,1024,True,0,0.895
157,2,100,quotient_self_normalized,1024,True,1,0.777875
157,2,100,quotient_self_normalized,1024,True,2,0.892167
157,2,100,quotient_self_normalized,1024,True,3,0.8085
157,2,100,quotient_self_normalized,1024,True,4,0.891
158,2,100,quotient_self_normalized,1024,True,0,0.924792
158,2,100,quotient_self_normalized,1024,True,1,0.811
158,2,100,quotient_self_normalized,1024,True,2,1.025666
158,2,100,quotient_self_normalized,1024,True,3,0.81875
158,2,100,quotient_self_normalized,1024,True,4,0.916958
158,2,100,physical_rqmc,4096,True,0,2.863542
158,2,100,physical_rqmc,4096,True,1,2.885917
158,2,100,physical_rqmc,4096,True,2,2.859041
158,2,100,physical_rqmc,4096,True,3,2.903125
158,2,100,physical_rqmc,4096,True,4,3.075042
159,2,100,quotient_self_normalized,1024,True,0,0.914333
159,2,100,quotient_self_normalized,1024,True,1,0.774958
159,2,100,quotient_self_normalized,1024,True,2,0.884083
159,2,100,quotient_self_normalized,1024,True,3,0.800208
159,2,100,quotient_self_normalized,1024,True,4,0.963459
159,2,100,physical_rqmc,16384,True,0,10.247
159,2,100,physical_rqmc,16384,True,1,10.487875
159,2,100,physical_rqmc,16384,True,2,10.950084
159,2,100,physical_rqmc,16384,True,3,10.996625
159,2,100,physical_rqmc,16384,True,4,10.7285
160,2,100,quotient_self_normalized,1024,True,0,1.463375
160,2,100,quotient_self_normalized,1024,True,1,0.901459
160,2,100,quotient_self_normalized,1024,True,2,1.08275
160,2,100,quotient_self_normalized,1024,True,3,1.035875
160,2,100,quotient_self_normalized,1024,True,4,1.034375
160,2,100,physical_rqmc,1024,True,0,0.971417
160,2,100,physical_rqmc,1024,True,1,1.015
160,2,100,physical_rqmc,1024,True,2,0.986
160,2,100,physical_rqmc,1024,True,3,0.968708
160,2,100,physical_rqmc,1024,True,4,0.975208
161,2,100,physical_rqmc,16384,True,0,11.001791
161,2,100,physical_rqmc,16384,True,1,11.713375
161,2,100,physical_rqmc,16384,True,2,11.026417
161,2,100,physical_rqmc,16384,True,3,11.134791
161,2,100,physical_rqmc,16384,True,4,10.363875
161,2,100,quotient_self_normalized,1024,True,0,0.911333
161,2,100,quotient_self_normalized,1024,True,1,1.015084
161,2,100,quotient_self_normalized,1024,True,2,1.002458
161,2,100,quotient_self_normalized,1024,True,3,1.0395
161,2,100,quotient_self_normalized,1024,True,4,1.0235
162,2,100,quotient_self_normalized,1024,True,0,1.004583
162,2,100,quotient_self_normalized,1024,True,1,1.00125
162,2,100,quotient_self_normalized,1024,True,2,1.019125
162,2,100,quotient_self_normalized,1024,True,3,1.060083
162,2,100,quotient_self_normalized,1024,True,4,1.051875
162,2,100,physical_rqmc,16384,True,0,11.063166
162,2,100,physical_rqmc,16384,True,1,11.258083
162,2,100,physical_rqmc,16384,True,2,12.196666
162,2,100,physical_rqmc,16384,True,3,10.519792
162,2,100,physical_rqmc,16384,True,4,10.410541
163,2,100,physical_rqmc,1024,True,0,0.806833
163,2,100,physical_rqmc,1024,True,1,1.059792
163,2,100,physical_rqmc,1024,True,2,0.972417
163,2,100,physical_rqmc,1024,True,3,0.853375
163,2,100,physical_rqmc,1024,True,4,0.873917
163,2,100,quotient_self_normalized,1024,True,0,1.007459
163,2,100,quotient_self_normalized,1024,True,1,0.890375
163,2,100,quotient_self_normalized,1024,True,2,0.909709
163,2,100,quotient_self_normalized,1024,True,3,1.004042
163,2,100,quotient_self_normalized,1024,True,4,1.625834
164,2,100,quotient_self_normalized,1024,True,0,1.420958
164,2,100,quotient_self_normalized,1024,True,1,1.131417
164,2,100,quotient_self_normalized,1024,True,2,1.104416
164,2,100,quotient_self_normalized,1024,True,3,1.05425
164,2,100,quotient_self_normalized,1024,True,4,1.067083
164,2,100,physical_rqmc,16384,True,0,12.165542
164,2,100,physical_rqmc,16384,True,1,11.776958
164,2,100,physical_rqmc,16384,True,2,12.586375
164,2,100,physical_rqmc,16384,True,3,13.74775
164,2,100,physical_rqmc,16384,True,4,12.035375
165,2,100,quotient_self_normalized,1024,True,0,1.352666
165,2,100,quotient_self_normalized,1024,True,1,1.179417
165,2,100,quotient_self_normalized,1024,True,2,1.158875
165,2,100,quotient_self_normalized,1024,True,3,1.2115
165,2,100,quotient_self_normalized,1024,True,4,1.082875
165,2,100,physical_rqmc,16384,True,0,12.888375
165,2,100,physical_rqmc,16384,True,1,12.975625
165,2,100,physical_rqmc,16384,True,2,12.750292
165,2,100,physical_rqmc,16384,True,3,12.955541
165,2,100,physical_rqmc,16384,True,4,12.067042
166,2,100,physical_rqmc,4096,True,0,3.48325
166,2,100,physical_rqmc,4096,True,1,3.338125
166,2,100,physical_rqmc,4096,True,2,3.039333
166,2,100,physical_rqmc,4096,True,3,4.535875
166,2,100,physical_rqmc,4096,True,4,3.323916
166,2,100,quotient_self_normalized,1024,True,0,1.449125
166,2,100,quotient_self_normalized,1024,True,1,1.069209
166,2,100,quotient_self_normalized,1024,True,2,1.1585
166,2,100,quotient_self_normalized,1024,True,3,1.275417
166,2,100,quotient_self_normalized,1024,True,4,1.613875
167,2,100,quotient_self_normalized,1024,True,0,1.031375
167,2,100,quotient_self_normalized,1024,True,1,1.121375
167,2,100,quotient_self_normalized,1024,True,2,1.105958
167,2,100,quotient_self_normalized,1024,True,3,1.004792
167,2,100,quotient_self_normalized,1024,True,4,1.094458
167,2,100,physical_rqmc,1024,True,0,1.110792
167,2,100,physical_rqmc,1024,True,1,0.987584
167,2,100,physical_rqmc,1024,True,2,1.039541
167,2,100,physical_rqmc,1024,True,3,1.044292
167,2,100,physical_rqmc,1024,True,4,0.965166
168,2,100,physical_rqmc,1024,True,0,1.131666
168,2,100,physical_rqmc,1024,True,1,0.944917
168,2,100,physical_rqmc,1024,True,2,1.773667
168,2,100,physical_rqmc,1024,True,3,0.989125
168,2,100,physical_rqmc,1024,True,4,1.1025
168,2,100,quotient_self_normalized,1024,True,0,0.977708
168,2,100,quotient_self_normalized,1024,True,1,1.800042
168,2,100,quotient_self_normalized,1024,True,2,1.112166
168,2,100,quotient_self_normalized,1024,True,3,1.059917
168,2,100,quotient_self_normalized,1024,True,4,1.029167
169,2,100,quotient_self_normalized,1024,True,0,1.241083
169,2,100,quotient_self_normalized,1024,True,1,1.156167
169,2,100,quotient_self_normalized,1024,True,2,1.25775
169,2,100,quotient_self_normalized,1024,True,3,1.109292
169,2,100,quotient_self_normalized,1024,True,4,0.811458
169,2,100,physical_rqmc,4096,True,0,3.516875
169,2,100,physical_rqmc,4096,True,1,3.696792
169,2,100,physical_rqmc,4096,True,2,3.814
169,2,100,physical_rqmc,4096,True,3,3.962167
169,2,100,physical_rqmc,4096,True,4,3.668583
170,2,100,physical_rqmc,4096,True,0,3.625625
170,2,100,physical_rqmc,4096,True,1,3.422375
170,2,100,physical_rqmc,4096,True,2,3.65475
170,2,100,physical_rqmc,4096,True,3,3.682708
170,2,100,physical_rqmc,4096,True,4,3.820917
170,2,100,quotient_self_normalized,1024,True,0,1.481125
170,2,100,quotient_self_normalized,1024,True,1,1.091916
170,2,100,quotient_self_normalized,1024,True,2,1.585083
170,2,100,quotient_self_normalized,1024,True,3,1.41375
170,2,100,quotient_self_normalized,1024,True,4,1.036792
171,2,100,physical_rqmc,4096,True,0,4.300458
171,2,100,physical_rqmc,4096,True,1,3.592875
171,2,100,physical_rqmc,4096,True,2,3.805459
171,2,100,physical_rqmc,4096,True,3,3.164292
171,2,100,physical_rqmc,4096,True,4,3.696375
171,2,100,quotient_self_normalized,1024,True,0,1.60525
171,2,100,quotient_self_normalized,1024,True,1,1.098
171,2,100,quotient_self_normalized,1024,True,2,1.001459
171,2,100,quotient_self_normalized,1024,True,3,1.117333
171,2,100,quotient_self_normalized,1024,True,4,1.176542
172,2,100,quotient_self_normalized,1024,True,0,1.216208
172,2,100,quotient_self_normalized,1024,True,1,1.158083
172,2,100,quotient_self_normalized,1024,True,2,1.127333
172,2,100,quotient_self_normalized,1024,True,3,1.087458
172,2,100,quotient_self_normalized,1024,True,4,1.454083
172,2,100,physical_rqmc,4096,True,0,3.168875
172,2,100,physical_rqmc,4096,True,1,3.732125
172,2,100,physical_rqmc,4096,True,2,3.279583
172,2,100,physical_rqmc,4096,True,3,3.840666
172,2,100,physical_rqmc,4096,True,4,3.928291
173,2,100,physical_rqmc,4096,True,0,3.506375
173,2,100,physical_rqmc,4096,True,1,4.199333
173,2,100,physical_rqmc,4096,True,2,3.786375
173,2,100,physical_rqmc,4096,True,3,4.10025
173,2,100,physical_rqmc,4096,True,4,3.148375
173,2,100,quotient_self_normalized,1024,True,0,0.962084
173,2,100,quotient_self_normalized,1024,True,1,0.82475
173,2,100,quotient_self_normalized,1024,True,2,1.883333
173,2,100,quotient_self_normalized,1024,True,3,0.90975
173,2,100,quotient_self_normalized,1024,True,4,1.286667
174,2,100,physical_rqmc,16384,True,0,10.943417
174,2,100,physical_rqmc,16384,True,1,11.161209
174,2,100,physical_rqmc,16384,True,2,10.537542
174,2,100,physical_rqmc,16384,True,3,10.893417
174,2,100,physical_rqmc,16384,True,4,10.485917
174,2,100,quotient_self_normalized,1024,True,0,0.816209
174,2,100,quotient_self_normalized,1024,True,1,1.045166
174,2,100,quotient_self_normalized,1024,True,2,1.003708
174,2,100,quotient_self_normalized,1024,True,3,0.973042
174,2,100,quotient_self_normalized,1024,True,4,0.962375
175,2,100,quotient_self_normalized,1024,True,0,1.092334
175,2,100,quotient_self_normalized,1024,True,1,1.044208
175,2,100,quotient_self_normalized,1024,True,2,1.063125
175,2,100,quotient_self_normalized,1024,True,3,1.088041
175,2,100,quotient_self_normalized,1024,True,4,1.0555
175,2,100,physical_rqmc,16384,True,0,10.952791
175,2,100,physical_rqmc,16384,True,1,11.365959
175,2,100,physical_rqmc,16384,True,2,11.709625
175,2,100,physical_rqmc,16384,True,3,11.169625
175,2,100,physical_rqmc,16384,True,4,11.566833
176,2,100,physical_rqmc,16384,True,0,11.792291
176,2,100,physical_rqmc,16384,True,1,11.286459
176,2,100,physical_rqmc,16384,True,2,10.852917
176,2,100,physical_rqmc,16384,True,3,11.329583
176,2,100,physical_rqmc,16384,True,4,10.9255
176,2,100,quotient_self_normalized,1024,True,0,0.838
176,2,100,quotient_self_normalized,1024,True,1,0.93775
176,2,100,quotient_self_normalized,1024,True,2,0.823458
176,2,100,quotient_self_normalized,1024,True,3,1.39875
176,2,100,quotient_self_normalized,1024,True,4,1.03925
177,2,100,physical_rqmc,65536,True,0,43.146
177,2,100,physical_rqmc,65536,True,1,42.612625
177,2,100,physical_rqmc,65536,True,2,44.19025
177,2,100,physical_rqmc,65536,True,3,48.907792
177,2,100,physical_rqmc,65536,True,4,50.426209
177,2,100,quotient_self_normalized,1024,True,0,0.942125
177,2,100,quotient_self_normalized,1024,True,1,1.237916
177,2,100,quotient_self_normalized,1024,True,2,0.9025
177,2,100,quotient_self_normalized,1024,True,3,0.985791
177,2,100,quotient_self_normalized,1024,True,4,1.443792
178,2,100,quotient_self_normalized,1024,True,0,1.246875
178,2,100,quotient_self_normalized,1024,True,1,1.696791
178,2,100,quotient_self_normalized,1024,True,2,1.180083
178,2,100,quotient_self_normalized,1024,True,3,1.733375
178,2,100,quotient_self_normalized,1024,True,4,1.140709
178,2,100,physical_rqmc,16384,True,0,13.163834
178,2,100,physical_rqmc,16384,True,1,13.565625
178,2,100,physical_rqmc,16384,True,2,12.843333
178,2,100,physical_rqmc,16384,True,3,12.889916
178,2,100,physical_rqmc,16384,True,4,13.23225
179,2,100,quotient_self_normalized,1024,True,0,1.093042
179,2,100,quotient_self_normalized,1024,True,1,1.123583
179,2,100,quotient_self_normalized,1024,True,2,1.155
179,2,100,quotient_self_normalized,1024,True,3,1.100209
179,2,100,quotient_self_normalized,1024,True,4,1.057916
179,2,100,physical_rqmc,16384,True,0,13.16725
179,2,100,physical_rqmc,16384,True,1,12.2635
179,2,100,physical_rqmc,16384,True,2,13.903042
179,2,100,physical_rqmc,16384,True,3,12.28975
179,2,100,physical_rqmc,16384,True,4,11.809
180,2,100,physical_rqmc,16384,True,0,11.74575
180,2,100,physical_rqmc,16384,True,1,13.475708
180,2,100,physical_rqmc,16384,True,2,13.049917
180,2,100,physical_rqmc,16384,True,3,11.937334
180,2,100,physical_rqmc,16384,True,4,12.53475
180,2,100,quotient_self_normalized,1024,True,0,1.600208
180,2,100,quotient_self_normalized,1024,True,1,1.105459
180,2,100,quotient_self_normalized,1024,True,2,1.181166
180,2,100,quotient_self_normalized,1024,True,3,0.931459
180,2,100,quotient_self_normalized,1024,True,4,1.257583
181,2,100,quotient_self_normalized,1024,True,0,1.771542
181,2,100,quotient_self_normalized,1024,True,1,1.239
181,2,100,quotient_self_normalized,1024,True,2,1.684958
181,2,100,quotient_self_normalized,1024,True,3,1.089333
181,2,100,quotient_self_normalized,1024,True,4,1.051292
181,2,100,physical_rqmc,4096,True,0,4.549083
181,2,100,physical_rqmc,4096,True,1,3.743416
181,2,100,physical_rqmc,4096,True,2,3.917167
181,2,100,physical_rqmc,4096,True,3,3.523583
181,2,100,physical_rqmc,4096,True,4,3.635083
182,2,100,quotient_self_normalized,1024,True,0,1.03525
182,2,100,quotient_self_normalized,1024,True,1,1.067292
182,2,100,quotient_self_normalized,1024,True,2,1.1955
182,2,100,quotient_self_normalized,1024,True,3,1.362291
182,2,100,quotient_self_normalized,1024,True,4,0.813042
182,2,100,physical_rqmc,16384,True,0,12.1985
182,2,100,physical_rqmc,16384,True,1,10.709083
182,2,100,physical_rqmc,16384,True,2,11.350625
182,2,100,physical_rqmc,16384,True,3,10.585292
182,2,100,physical_rqmc,16384,True,4,11.670334
183,2,100,physical_rqmc,262144,True,0,196.095833
183,2,100,physical_rqmc,262144,True,1,193.424875
183,2,100,physical_rqmc,262144,True,2,207.562417
183,2,100,physical_rqmc,262144,True,3,176.402333
183,2,100,physical_rqmc,262144,True,4,168.289584
183,2,100,quotient_self_normalized,1024,True,0,0.953167
183,2,100,quotient_self_normalized,1024,True,1,1.030458
183,2,100,quotient_self_normalized,1024,True,2,1.006791
183,2,100,quotient_self_normalized,1024,True,3,1.001791
183,2,100,quotient_self_normalized,1024,True,4,1.021625
184,2,100,quotient_self_normalized,1024,True,0,1.021542
184,2,100,quotient_self_normalized,1024,True,1,0.999417
184,2,100,quotient_self_normalized,1024,True,2,1.001
184,2,100,quotient_self_normalized,1024,True,3,1.000708
184,2,100,quotient_self_normalized,1024,True,4,0.999458
184,2,100,physical_rqmc,16384,True,0,10.263958
184,2,100,physical_rqmc,16384,True,1,10.480959
184,2,100,physical_rqmc,16384,True,2,10.651042
184,2,100,physical_rqmc,16384,True,3,11.640083
184,2,100,physical_rqmc,16384,True,4,10.987375
185,2,100,physical_rqmc,16384,True,0,11.433
185,2,100,physical_rqmc,16384,True,1,10.659875
185,2,100,physical_rqmc,16384,True,2,11.693042
185,2,100,physical_rqmc,16384,True,3,10.777333
185,2,100,physical_rqmc,16384,True,4,10.581208
185,2,100,quotient_self_normalized,1024,True,0,0.818542
185,2,100,quotient_self_normalized,1024,True,1,1.030416
185,2,100,quotient_self_normalized,1024,True,2,1.026792
185,2,100,quotient_self_normalized,1024,True,3,0.9085
185,2,100,quotient_self_normalized,1024,True,4,0.880208
186,2,100,quotient_self_normalized,1024,True,0,1.07075
186,2,100,quotient_self_normalized,1024,True,1,1.892667
186,2,100,quotient_self_normalized,1024,True,2,1.225
186,2,100,quotient_self_normalized,1024,True,3,1.121625
186,2,100,quotient_self_normalized,1024,True,4,0.904958
186,2,100,physical_rqmc,16384,True,0,11.523375
186,2,100,physical_rqmc,16384,True,1,10.913291
186,2,100,physical_rqmc,16384,True,2,12.259542
186,2,100,physical_rqmc,16384,True,3,12.224417
186,2,100,physical_rqmc,16384,True,4,11.966583
187,2,100,physical_rqmc,16384,True,0,13.210792
187,2,100,physical_rqmc,16384,True,1,10.59875
187,2,100,physical_rqmc,16384,True,2,10.515708
187,2,100,physical_rqmc,16384,True,3,11.060917
187,2,100,physical_rqmc,16384,True,4,10.615
187,2,100,quotient_self_normalized,1024,True,0,0.822416
187,2,100,quotient_self_normalized,1024,True,1,1.033125
187,2,100,quotient_self_normalized,1024,True,2,1.017625
187,2,100,quotient_self_normalized,1024,True,3,0.941
187,2,100,quotient_self_normalized,1024,True,4,0.971375
188,2,100,physical_rqmc,16384,True,0,11.741916
188,2,100,physical_rqmc,16384,True,1,10.554875
188,2,100,physical_rqmc,16384,True,2,11.356584
188,2,100,physical_rqmc,16384,True,3,11.429417
188,2,100,physical_rqmc,16384,True,4,11.534
188,2,100,quotient_self_normalized,1024,True,0,0.803959
188,2,100,quotient_self_normalized,1024,True,1,0.942167
188,2,100,quotient_self_normalized,1024,True,2,0.87275
188,2,100,quotient_self_normalized,1024,True,3,0.914667
188,2,100,quotient_self_normalized,1024,True,4,0.799416
189,2,100,quotient_self_normalized,1024,True,0,0.787458
189,2,100,quotient_self_normalized,1024,True,1,0.891625
189,2,100,quotient_self_normalized,1024,True,2,0.780334
189,2,100,quotient_self_normalized,1024,True,3,0.934833
189,2,100,quotient_self_normalized,1024,True,4,0.82225
189,2,100,physical_rqmc,65536,True,0,44.366208
189,2,100,physical_rqmc,65536,True,1,43.89225
189,2,100,physical_rqmc,65536,True,2,45.305084
189,2,100,physical_rqmc,65536,True,3,44.730416
189,2,100,physical_rqmc,65536,True,4,45.132
190,2,100,physical_rqmc,16384,True,0,10.264791
190,2,100,physical_rqmc,16384,True,1,10.534708
190,2,100,physical_rqmc,16384,True,2,10.746417
190,2,100,physical_rqmc,16384,True,3,10.888792
190,2,100,physical_rqmc,16384,True,4,10.46325
190,2,100,quotient_self_normalized,1024,True,0,0.943
190,2,100,quotient_self_normalized,1024,True,1,1.03925
190,2,100,quotient_self_normalized,1024,True,2,1.016
190,2,100,quotient_self_normalized,1024,True,3,1.454292
190,2,100,quotient_self_normalized,1024,True,4,2.622083
191,2,100,physical_rqmc,16384,True,0,10.5585
191,2,100,physical_rqmc,16384,True,1,11.116833
191,2,100,physical_rqmc,16384,True,2,10.805042
191,2,100,physical_rqmc,16384,True,3,10.369209
191,2,100,physical_rqmc,16384,True,4,10.660084
191,2,100,quotient_self_normalized,1024,True,0,0.796291
191,2,100,quotient_self_normalized,1024,True,1,0.894791
191,2,100,quotient_self_normalized,1024,True,2,0.779792
191,2,100,quotient_self_normalized,1024,True,3,0.917625
191,2,100,quotient_self_normalized,1024,True,4,0.774542
192,3,100,quotient_self_normalized,1024,True,0,1.3005
192,3,100,quotient_self_normalized,1024,True,1,1.214833
192,3,100,quotient_self_normalized,1024,True,2,1.215667
192,3,100,quotient_self_normalized,1024,True,3,1.215292
192,3,100,quotient_self_normalized,1024,True,4,1.207958
192,3,100,physical_rqmc,1024,True,0,1.19525
192,3,100,physical_rqmc,1024,True,1,1.183417
192,3,100,physical_rqmc,1024,True,2,1.17175
192,3,100,physical_rqmc,1024,True,3,1.186625
192,3,100,physical_rqmc,1024,True,4,1.16375
193,3,100,physical_rqmc,1024,True,0,1.182917
193,3,100,physical_rqmc,1024,True,1,1.255042
193,3,100,physical_rqmc,1024,True,2,1.213041
193,3,100,physical_rqmc,1024,True,3,1.180417
193,3,100,physical_rqmc,1024,True,4,1.1735
193,3,100,quotient_self_normalized,1024,True,0,1.224708
193,3,100,quotient_self_normalized,1024,True,1,1.206875
193,3,100,quotient_self_normalized,1024,True,2,1.218959
193,3,100,quotient_self_normalized,1024,True,3,1.221209
193,3,100,quotient_self_normalized,1024,True,4,1.206709
194,3,100,physical_rqmc,1024,True,0,1.205125
194,3,100,physical_rqmc,1024,True,1,1.193083
194,3,100,physical_rqmc,1024,True,2,1.164292
194,3,100,physical_rqmc,1024,True,3,1.184084
194,3,100,physical_rqmc,1024,True,4,1.17225
194,3,100,quotient_self_normalized,1024,True,0,1.23675
194,3,100,quotient_self_normalized,1024,True,1,1.22225
194,3,100,quotient_self_normalized,1024,True,2,1.204125
194,3,100,quotient_self_normalized,1024,True,3,1.214792
194,3,100,quotient_self_normalized,1024,True,4,1.204709
195,3,100,quotient_self_normalized,1024,True,0,1.227834
195,3,100,quotient_self_normalized,1024,True,1,1.213917
195,3,100,quotient_self_normalized,1024,True,2,1.271667
195,3,100,quotient_self_normalized,1024,True,3,1.27325
195,3,100,quotient_self_normalized,1024,True,4,1.210625
195,3,100,physical_rqmc,1024,True,0,1.183416
195,3,100,physical_rqmc,1024,True,1,1.1695
195,3,100,physical_rqmc,1024,True,2,1.177834
195,3,100,physical_rqmc,1024,True,3,1.208666
195,3,100,physical_rqmc,1024,True,4,1.195958
196,3,100,quotient_self_normalized,1024,True,0,1.261084
196,3,100,quotient_self_normalized,1024,True,1,1.225042
196,3,100,quotient_self_normalized,1024,True,2,1.206042
196,3,100,quotient_self_normalized,1024,True,3,1.207542
196,3,100,quotient_self_normalized,1024,True,4,1.261166
196,3,100,physical_rqmc,1024,True,0,1.203666
196,3,100,physical_rqmc,1024,True,1,1.183583
196,3,100,physical_rqmc,1024,True,2,1.175791
196,3,100,physical_rqmc,1024,True,3,1.176125
196,3,100,physical_rqmc,1024,True,4,1.168792
197,3,100,quotient_self_normalized,1024,True,0,1.227875
197,3,100,quotient_self_normalized,1024,True,1,1.212959
197,3,100,quotient_self_normalized,1024,True,2,1.206542
197,3,100,quotient_self_normalized,1024,True,3,1.244459
197,3,100,quotient_self_normalized,1024,True,4,1.280709
197,3,100,physical_rqmc,1024,True,0,1.185292
197,3,100,physical_rqmc,1024,True,1,1.168375
197,3,100,physical_rqmc,1024,True,2,1.174833
197,3,100,physical_rqmc,1024,True,3,1.178875
197,3,100,physical_rqmc,1024,True,4,1.178125
198,3,100,physical_rqmc,1024,True,0,1.192292
198,3,100,physical_rqmc,1024,True,1,1.200208
198,3,100,physical_rqmc,1024,True,2,1.17075
198,3,100,physical_rqmc,1024,True,3,1.170625
198,3,100,physical_rqmc,1024,True,4,1.176416
198,3,100,quotient_self_normalized,1024,True,0,1.210708
198,3,100,quotient_self_normalized,1024,True,1,1.216125
198,3,100,quotient_self_normalized,1024,True,2,1.203208
198,3,100,quotient_self_normalized,1024,True,3,1.250875
198,3,100,quotient_self_normalized,1024,True,4,1.201709
199,3,100,physical_rqmc,1024,True,0,1.219625
199,3,100,physical_rqmc,1024,True,1,1.214583
199,3,100,physical_rqmc,1024,True,2,1.16325
199,3,100,physical_rqmc,1024,True,3,1.168375
199,3,100,physical_rqmc,1024,True,4,1.161042
199,3,100,quotient_self_normalized,1024,True,0,1.304042
199,3,100,quotient_self_normalized,1024,True,1,1.214208
199,3,100,quotient_self_normalized,1024,True,2,1.212792
199,3,100,quotient_self_normalized,1024,True,3,1.218166
199,3,100,quotient_self_normalized,1024,True,4,1.204583
200,3,100,quotient_self_normalized,1024,True,0,1.216542
200,3,100,quotient_self_normalized,1024,True,1,1.21775
200,3,100,quotient_self_normalized,1024,True,2,1.215292
200,3,100,quotient_self_normalized,1024,True,3,1.2415
200,3,100,quotient_self_normalized,1024,True,4,1.219458
200,3,100,physical_rqmc,1024,True,0,1.195084
200,3,100,physical_rqmc,1024,True,1,1.178542
200,3,100,physical_rqmc,1024,True,2,1.1815
200,3,100,physical_rqmc,1024,True,3,1.186167
200,3,100,physical_rqmc,1024,True,4,1.18275
201,3,100,quotient_self_normalized,1024,True,0,1.248625
201,3,100,quotient_self_normalized,1024,True,1,1.249834
201,3,100,quotient_self_normalized,1024,True,2,1.230834
201,3,100,quotient_self_normalized,1024,True,3,1.216875
201,3,100,quotient_self_normalized,1024,True,4,1.251542
201,3,100,physical_rqmc,1024,True,0,1.188709
201,3,100,physical_rqmc,1024,True,1,1.295083
201,3,100,physical_rqmc,1024,True,2,1.213084
201,3,100,physical_rqmc,1024,True,3,1.185083
201,3,100,physical_rqmc,1024,True,4,1.194791
202,3,100,physical_rqmc,1024,True,0,1.196666
202,3,100,physical_rqmc,1024,True,1,1.204917
202,3,100,physical_rqmc,1024,True,2,1.205458
202,3,100,physical_rqmc,1024,True,3,1.192541
202,3,100,physical_rqmc,1024,True,4,1.195
202,3,100,quotient_self_normalized,1024,True,0,1.225167
202,3,100,quotient_self_normalized,1024,True,1,1.219334
202,3,100,quotient_self_normalized,1024,True,2,1.310708
202,3,100,quotient_self_normalized,1024,True,3,1.389958
202,3,100,quotient_self_normalized,1024,True,4,1.350167
203,3,100,physical_rqmc,1024,True,0,2.077916
203,3,100,physical_rqmc,1024,True,1,1.381417
203,3,100,physical_rqmc,1024,True,2,1.345958
203,3,100,physical_rqmc,1024,True,3,1.369875
203,3,100,physical_rqmc,1024,True,4,1.329917
203,3,100,quotient_self_normalized,1024,True,0,1.445875
203,3,100,quotient_self_normalized,1024,True,1,1.447916
203,3,100,quotient_self_normalized,1024,True,2,1.339417
203,3,100,quotient_self_normalized,1024,True,3,1.356042
203,3,100,quotient_self_normalized,1024,True,4,1.348083
204,3,100,physical_rqmc,1024,True,0,1.325709
204,3,100,physical_rqmc,1024,True,1,1.309333
204,3,100,physical_rqmc,1024,True,2,1.34475
204,3,100,physical_rqmc,1024,True,3,1.326959
204,3,100,physical_rqmc,1024,True,4,1.377583
204,3,100,quotient_self_normalized,1024,True,0,1.345167
204,3,100,quotient_self_normalized,1024,True,1,1.3695
204,3,100,quotient_self_normalized,1024,True,2,1.337042
204,3,100,quotient_self_normalized,1024,True,3,1.331708
204,3,100,quotient_self_normalized,1024,True,4,1.360125
205,3,100,quotient_self_normalized,1024,True,0,1.337791
205,3,100,quotient_self_normalized,1024,True,1,1.342291
205,3,100,quotient_self_normalized,1024,True,2,1.337042
205,3,100,quotient_self_normalized,1024,True,3,1.354583
205,3,100,quotient_self_normalized,1024,True,4,1.343083
205,3,100,physical_rqmc,1024,True,0,1.367833
205,3,100,physical_rqmc,1024,True,1,1.313125
205,3,100,physical_rqmc,1024,True,2,1.299083
205,3,100,physical_rqmc,1024,True,3,1.306458
205,3,100,physical_rqmc,1024,True,4,1.30825
206,3,100,physical_rqmc,1024,True,0,1.302708
206,3,100,physical_rqmc,1024,True,1,1.333417
206,3,100,physical_rqmc,1024,True,2,1.382666
206,3,100,physical_rqmc,1024,True,3,1.306166
206,3,100,physical_rqmc,1024,True,4,1.294417
206,3,100,quotient_self_normalized,1024,True,0,1.349459
206,3,100,quotient_self_normalized,1024,True,1,1.34375
206,3,100,quotient_self_normalized,1024,True,2,1.370833
206,3,100,quotient_self_normalized,1024,True,3,1.341333
206,3,100,quotient_self_normalized,1024,True,4,1.344958
